text,date,article_link
Turkish Airlines extends international flight cancellation due to pandemic,"Apr 14, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-extends-international-flight-cancellation-due-to-pandemic
"Hit by pandemic, Turkish airports see 18.8% passenger drop in Q1","Apr 08, 2020",https://www.dailysabah.com/business/tourism/hit-by-pandemic-turkish-airports-see-188-passenger-drop-in-q1
What’s happening in New York? Observations from NYC streets amid coronavirus crisis,"Apr 07, 2020",https://www.dailysabah.com/opinion/op-ed/whats-happening-in-new-york-observations-from-nyc-streets-amid-coronavirus-crisis
Turkish economy to keep growing post-COVID-19: Fitch,"Apr 06, 2020",https://www.dailysabah.com/business/economy/turkisheconomy-to-keep-growing-post-covid-19-fitch
Turkey's central bank tackles coronavirus fallout with record bond-buying spree,"Apr 05, 2020",https://www.dailysabah.com/business/economy/turkeys-central-bank-tackles-coronavirus-fallout-with-record-bond-buying-spree
Turkish Airlines suspends all domestic flights until April 20 amid coronavirus outbreak,"Apr 03, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-all-domestic-flights-until-april-20-amid-coronavirus-outbreak
"Tourism season in Turkey expected to revive by end of May, minister says","Apr 02, 2020",https://www.dailysabah.com/business/tourism/tourism-season-in-turkey-expected-to-revive-by-end-of-may-minister-says
İKSV offers online access to 'Leyla Gencer: La Diva Turca' documentary,"Apr 01, 2020",https://www.dailysabah.com/arts/cinema/iksv-offers-online-access-to-leyla-gencer-la-diva-turca-documentary
Turkish Airlines suspends flights to New York after US overtakes China with most COVID-19 cases,"Mar 27, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-flights-to-new-york-after-us-overtakes-china-with-most-covid-19-cases
Turkish Cargo starts using THY passenger aircraft to operate cargo flights,"Mar 25, 2020",https://www.dailysabah.com/business/transportation/turkish-cargo-starts-using-thy-passenger-aircraft-to-operate-cargo-flights
"THY, Lufthansa joint venture SunExpress flies 30,000 tourists to assist repatriation","Mar 23, 2020",https://www.dailysabah.com/business/transportation/thy-lufthansa-joint-venture-sunexpress-flies-30000-tourists-to-assist-repatriation
First batch of rapid COVID-19 tests arrives in Turkey from China,"Mar 23, 2020",https://www.dailysabah.com/turkey/first-batch-of-rapid-covid-19-tests-arrives-in-turkey-from-china/news
"Stimulus package to provide liquidity relief for industries most affected by coronavirus, minister says","Mar 19, 2020",https://www.dailysabah.com/business/economy/stimulus-package-to-provide-liquidity-relief-for-industries-most-affected-by-coronavirus-minister-says
"‘Stay home,’ Erdoğan says as Turkey ramps up measures against COVID-19","Mar 18, 2020",https://www.dailysabah.com/turkey/stay-home-erdogan-says-as-turkey-ramps-up-measures-against-covid-19/news
"EuroLeague, FIBA postpone all competitions over coronavirus pandemic","Mar 12, 2020",https://www.dailysabah.com/sports/basketball/euroleague-fiba-postpone-all-competitions-over-coronavirus-pandemic
Turkey leading example in fight against coronavirus,"Mar 08, 2020",https://www.dailysabah.com/turkey/turkey-leading-example-in-fight-against-coronavirus/news
THY posts record profit in 2019 on back of Boeing compensation,"Mar 06, 2020",https://www.dailysabah.com/business/transportation/thy-posts-record-profit-in-2019-on-back-of-boeing-compensation
"Coronavirus losses for airlines could top $100B, Flybe first big casualty","Mar 05, 2020",https://www.dailysabah.com/business/transportation/coronavirus-losses-for-airlines-could-top-100b-flybe-first-big-casualty
Turkish Airlines jet returns empty from Singapore after virus case,"Mar 05, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-jet-returns-empty-from-singapore-after-virus-case
Turkish contractor TAV opens 2nd lounge in Washington's Dulles airport,"Mar 03, 2020",https://www.dailysabah.com/business/turkish-contractor-tav-opens-2nd-lounge-in-washingtons-dulles-airport/news
Ex-employees accuse Pegasus of prioritizing profit over safety,"Feb 27, 2020",https://www.dailysabah.com/turkey/ex-employees-accuse-pegasus-of-prioritizing-profit-over-safety/news
"Turkish Airlines suspends Nakhchivan flights, reduces travel to Seoul amid coronavirus measures","Feb 27, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-nakhchivan-umrah-flights-reduce-seoul-frequency-amid-coronavirus-measures
Measures tightened as coronavirus moves closer to Turkey,"Feb 26, 2020",https://www.dailysabah.com/turkey/measures-tightened-as-coronavirus-moves-closer-to-turkey/news
"Turkey on high alert, assures public over coronavirus fears from Iran","Feb 25, 2020",https://www.dailysabah.com/turkey/turkish-plane-from-iran-diverted-to-ankara-over-coronavirus-fear/news
Pegasus pilot arrested after Istanbul crash landing,"Feb 24, 2020",https://www.dailysabah.com/turkey/investigations/pegasus-pilot-arrested-after-istanbul-crash-landing
Turkish Airlines suspends all domestic flights until April 20 amid coronavirus outbreak,"Apr 03, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-all-domestic-flights-until-april-20-amid-coronavirus-outbreak
"Tourism season in Turkey expected to revive by end of May, minister says","Apr 02, 2020",https://www.dailysabah.com/business/tourism/tourism-season-in-turkey-expected-to-revive-by-end-of-may-minister-says
İKSV offers online access to 'Leyla Gencer: La Diva Turca' documentary,"Apr 01, 2020",https://www.dailysabah.com/arts/cinema/iksv-offers-online-access-to-leyla-gencer-la-diva-turca-documentary
Turkish Airlines suspends flights to New York after US overtakes China with most COVID-19 cases,"Mar 27, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-flights-to-new-york-after-us-overtakes-china-with-most-covid-19-cases
Turkish Cargo starts using THY passenger aircraft to operate cargo flights,"Mar 25, 2020",https://www.dailysabah.com/business/transportation/turkish-cargo-starts-using-thy-passenger-aircraft-to-operate-cargo-flights
"THY, Lufthansa joint venture SunExpress flies 30,000 tourists to assist repatriation","Mar 23, 2020",https://www.dailysabah.com/business/transportation/thy-lufthansa-joint-venture-sunexpress-flies-30000-tourists-to-assist-repatriation
First batch of rapid COVID-19 tests arrives in Turkey from China,"Mar 23, 2020",https://www.dailysabah.com/turkey/first-batch-of-rapid-covid-19-tests-arrives-in-turkey-from-china/news
"Stimulus package to provide liquidity relief for industries most affected by coronavirus, minister says","Mar 19, 2020",https://www.dailysabah.com/business/economy/stimulus-package-to-provide-liquidity-relief-for-industries-most-affected-by-coronavirus-minister-says
"‘Stay home,’ Erdoğan says as Turkey ramps up measures against COVID-19","Mar 18, 2020",https://www.dailysabah.com/turkey/stay-home-erdogan-says-as-turkey-ramps-up-measures-against-covid-19/news
"EuroLeague, FIBA postpone all competitions over coronavirus pandemic","Mar 12, 2020",https://www.dailysabah.com/sports/basketball/euroleague-fiba-postpone-all-competitions-over-coronavirus-pandemic
Turkey leading example in fight against coronavirus,"Mar 08, 2020",https://www.dailysabah.com/turkey/turkey-leading-example-in-fight-against-coronavirus/news
THY posts record profit in 2019 on back of Boeing compensation,"Mar 06, 2020",https://www.dailysabah.com/business/transportation/thy-posts-record-profit-in-2019-on-back-of-boeing-compensation
"Coronavirus losses for airlines could top $100B, Flybe first big casualty","Mar 05, 2020",https://www.dailysabah.com/business/transportation/coronavirus-losses-for-airlines-could-top-100b-flybe-first-big-casualty
Turkish Airlines jet returns empty from Singapore after virus case,"Mar 05, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-jet-returns-empty-from-singapore-after-virus-case
Turkish contractor TAV opens 2nd lounge in Washington's Dulles airport,"Mar 03, 2020",https://www.dailysabah.com/business/turkish-contractor-tav-opens-2nd-lounge-in-washingtons-dulles-airport/news
Ex-employees accuse Pegasus of prioritizing profit over safety,"Feb 27, 2020",https://www.dailysabah.com/turkey/ex-employees-accuse-pegasus-of-prioritizing-profit-over-safety/news
"Turkish Airlines suspends Nakhchivan flights, reduces travel to Seoul amid coronavirus measures","Feb 27, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-nakhchivan-umrah-flights-reduce-seoul-frequency-amid-coronavirus-measures
Measures tightened as coronavirus moves closer to Turkey,"Feb 26, 2020",https://www.dailysabah.com/turkey/measures-tightened-as-coronavirus-moves-closer-to-turkey/news
"Turkey on high alert, assures public over coronavirus fears from Iran","Feb 25, 2020",https://www.dailysabah.com/turkey/turkish-plane-from-iran-diverted-to-ankara-over-coronavirus-fear/news
Pegasus pilot arrested after Istanbul crash landing,"Feb 24, 2020",https://www.dailysabah.com/turkey/investigations/pegasus-pilot-arrested-after-istanbul-crash-landing
Turkish Airlines adds new tourism-focused int'l flights,"Feb 23, 2020",https://www.dailysabah.com/tourism/2020/02/23/turkish-airlines-adds-new-tourism-focused-intl-flights
"Turkey, Kenya to ink new cooperation deals in March","Feb 20, 2020",https://www.dailysabah.com/business/2020/02/20/turkey-kenya-to-ink-new-cooperation-deals-in-march
"Turkish-Tanzanian relations gain momentum in every field, Turkish envoy says","Feb 18, 2020",https://www.dailysabah.com/economy/2020/02/18/turkish-tanzanian-relations-gain-momentum-in-every-field-turkish-envoy-says
Turkish airline Atlasglobal suspends flights for second time in months,"Feb 12, 2020",https://www.dailysabah.com/tourism/2020/02/12/turkeys-atlasglobal-suspends-flights-for-second-time-in-months
Pegasus Airlines pilot passes out before landing in Istanbul,"Feb 11, 2020",https://www.dailysabah.com/turkey/2020/02/11/pegasus-airlines-pilot-passes-out-before-landing-in-istanbul
"THY, Lufthansa joint venture SunExpress flies 30,000 tourists to assist repatriation","Mar 23, 2020",https://www.dailysabah.com/business/transportation/thy-lufthansa-joint-venture-sunexpress-flies-30000-tourists-to-assist-repatriation
First batch of rapid COVID-19 tests arrives in Turkey from China,"Mar 23, 2020",https://www.dailysabah.com/turkey/first-batch-of-rapid-covid-19-tests-arrives-in-turkey-from-china/news
"Stimulus package to provide liquidity relief for industries most affected by coronavirus, minister says","Mar 19, 2020",https://www.dailysabah.com/business/economy/stimulus-package-to-provide-liquidity-relief-for-industries-most-affected-by-coronavirus-minister-says
"‘Stay home,’ Erdoğan says as Turkey ramps up measures against COVID-19","Mar 18, 2020",https://www.dailysabah.com/turkey/stay-home-erdogan-says-as-turkey-ramps-up-measures-against-covid-19/news
"EuroLeague, FIBA postpone all competitions over coronavirus pandemic","Mar 12, 2020",https://www.dailysabah.com/sports/basketball/euroleague-fiba-postpone-all-competitions-over-coronavirus-pandemic
Turkey leading example in fight against coronavirus,"Mar 08, 2020",https://www.dailysabah.com/turkey/turkey-leading-example-in-fight-against-coronavirus/news
THY posts record profit in 2019 on back of Boeing compensation,"Mar 06, 2020",https://www.dailysabah.com/business/transportation/thy-posts-record-profit-in-2019-on-back-of-boeing-compensation
"Coronavirus losses for airlines could top $100B, Flybe first big casualty","Mar 05, 2020",https://www.dailysabah.com/business/transportation/coronavirus-losses-for-airlines-could-top-100b-flybe-first-big-casualty
Turkish Airlines jet returns empty from Singapore after virus case,"Mar 05, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-jet-returns-empty-from-singapore-after-virus-case
Turkish contractor TAV opens 2nd lounge in Washington's Dulles airport,"Mar 03, 2020",https://www.dailysabah.com/business/turkish-contractor-tav-opens-2nd-lounge-in-washingtons-dulles-airport/news
Ex-employees accuse Pegasus of prioritizing profit over safety,"Feb 27, 2020",https://www.dailysabah.com/turkey/ex-employees-accuse-pegasus-of-prioritizing-profit-over-safety/news
"Turkish Airlines suspends Nakhchivan flights, reduces travel to Seoul amid coronavirus measures","Feb 27, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-nakhchivan-umrah-flights-reduce-seoul-frequency-amid-coronavirus-measures
Measures tightened as coronavirus moves closer to Turkey,"Feb 26, 2020",https://www.dailysabah.com/turkey/measures-tightened-as-coronavirus-moves-closer-to-turkey/news
"Turkey on high alert, assures public over coronavirus fears from Iran","Feb 25, 2020",https://www.dailysabah.com/turkey/turkish-plane-from-iran-diverted-to-ankara-over-coronavirus-fear/news
Pegasus pilot arrested after Istanbul crash landing,"Feb 24, 2020",https://www.dailysabah.com/turkey/investigations/pegasus-pilot-arrested-after-istanbul-crash-landing
Turkish Airlines adds new tourism-focused int'l flights,"Feb 23, 2020",https://www.dailysabah.com/tourism/2020/02/23/turkish-airlines-adds-new-tourism-focused-intl-flights
"Turkey, Kenya to ink new cooperation deals in March","Feb 20, 2020",https://www.dailysabah.com/business/2020/02/20/turkey-kenya-to-ink-new-cooperation-deals-in-march
"Turkish-Tanzanian relations gain momentum in every field, Turkish envoy says","Feb 18, 2020",https://www.dailysabah.com/economy/2020/02/18/turkish-tanzanian-relations-gain-momentum-in-every-field-turkish-envoy-says
Turkish airline Atlasglobal suspends flights for second time in months,"Feb 12, 2020",https://www.dailysabah.com/tourism/2020/02/12/turkeys-atlasglobal-suspends-flights-for-second-time-in-months
Pegasus Airlines pilot passes out before landing in Istanbul,"Feb 11, 2020",https://www.dailysabah.com/turkey/2020/02/11/pegasus-airlines-pilot-passes-out-before-landing-in-istanbul
A month of classics: Albert Long Hall concerts honor greats in Istanbul,"Feb 10, 2020",https://www.dailysabah.com/music/2020/02/10/a-month-of-classics-albert-long-hall-concerts-honor-greats-in-istanbul
Turkey's investment office appoints new chair,"Feb 07, 2020",https://www.dailysabah.com/business/2020/02/07/turkeys-investment-office-appoints-new-chair
"Istanbul Airport, Turkish Airlines dominate European aviation market in December","Feb 06, 2020",https://www.dailysabah.com/business/2020/02/06/istanbul-airport-turkish-airlines-dominate-global-aviation-market-in-december
"Three killed, 179 injured as plane catches fire after veering off runway at Istanbul's Sabiha Gökçen Airport","Feb 05, 2020",https://www.dailysabah.com/istanbul/2020/02/05/plane-catches-fire-after-veering-off-runway-in-istanbul
Coronavirus hype outpaces preventative measures,"Feb 05, 2020",https://www.dailysabah.com/op-ed/2020/02/05/coronavirus-hype-outpaces-preventative-measures
Turkey leading example in fight against coronavirus,"Mar 08, 2020",https://www.dailysabah.com/turkey/turkey-leading-example-in-fight-against-coronavirus/news
THY posts record profit in 2019 on back of Boeing compensation,"Mar 06, 2020",https://www.dailysabah.com/business/transportation/thy-posts-record-profit-in-2019-on-back-of-boeing-compensation
"Coronavirus losses for airlines could top $100B, Flybe first big casualty","Mar 05, 2020",https://www.dailysabah.com/business/transportation/coronavirus-losses-for-airlines-could-top-100b-flybe-first-big-casualty
Turkish Airlines jet returns empty from Singapore after virus case,"Mar 05, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-jet-returns-empty-from-singapore-after-virus-case
Turkish contractor TAV opens 2nd lounge in Washington's Dulles airport,"Mar 03, 2020",https://www.dailysabah.com/business/turkish-contractor-tav-opens-2nd-lounge-in-washingtons-dulles-airport/news
Ex-employees accuse Pegasus of prioritizing profit over safety,"Feb 27, 2020",https://www.dailysabah.com/turkey/ex-employees-accuse-pegasus-of-prioritizing-profit-over-safety/news
"Turkish Airlines suspends Nakhchivan flights, reduces travel to Seoul amid coronavirus measures","Feb 27, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-nakhchivan-umrah-flights-reduce-seoul-frequency-amid-coronavirus-measures
Measures tightened as coronavirus moves closer to Turkey,"Feb 26, 2020",https://www.dailysabah.com/turkey/measures-tightened-as-coronavirus-moves-closer-to-turkey/news
"Turkey on high alert, assures public over coronavirus fears from Iran","Feb 25, 2020",https://www.dailysabah.com/turkey/turkish-plane-from-iran-diverted-to-ankara-over-coronavirus-fear/news
Pegasus pilot arrested after Istanbul crash landing,"Feb 24, 2020",https://www.dailysabah.com/turkey/investigations/pegasus-pilot-arrested-after-istanbul-crash-landing
Turkish Airlines adds new tourism-focused int'l flights,"Feb 23, 2020",https://www.dailysabah.com/tourism/2020/02/23/turkish-airlines-adds-new-tourism-focused-intl-flights
"Turkey, Kenya to ink new cooperation deals in March","Feb 20, 2020",https://www.dailysabah.com/business/2020/02/20/turkey-kenya-to-ink-new-cooperation-deals-in-march
"Turkish-Tanzanian relations gain momentum in every field, Turkish envoy says","Feb 18, 2020",https://www.dailysabah.com/economy/2020/02/18/turkish-tanzanian-relations-gain-momentum-in-every-field-turkish-envoy-says
Turkish airline Atlasglobal suspends flights for second time in months,"Feb 12, 2020",https://www.dailysabah.com/tourism/2020/02/12/turkeys-atlasglobal-suspends-flights-for-second-time-in-months
Pegasus Airlines pilot passes out before landing in Istanbul,"Feb 11, 2020",https://www.dailysabah.com/turkey/2020/02/11/pegasus-airlines-pilot-passes-out-before-landing-in-istanbul
A month of classics: Albert Long Hall concerts honor greats in Istanbul,"Feb 10, 2020",https://www.dailysabah.com/music/2020/02/10/a-month-of-classics-albert-long-hall-concerts-honor-greats-in-istanbul
Turkey's investment office appoints new chair,"Feb 07, 2020",https://www.dailysabah.com/business/2020/02/07/turkeys-investment-office-appoints-new-chair
"Istanbul Airport, Turkish Airlines dominate European aviation market in December","Feb 06, 2020",https://www.dailysabah.com/business/2020/02/06/istanbul-airport-turkish-airlines-dominate-global-aviation-market-in-december
"Three killed, 179 injured as plane catches fire after veering off runway at Istanbul's Sabiha Gökçen Airport","Feb 05, 2020",https://www.dailysabah.com/istanbul/2020/02/05/plane-catches-fire-after-veering-off-runway-in-istanbul
Coronavirus hype outpaces preventative measures,"Feb 05, 2020",https://www.dailysabah.com/op-ed/2020/02/05/coronavirus-hype-outpaces-preventative-measures
Anadolu Efes stay at top of Turkish basketball league,"Feb 03, 2020",https://www.dailysabah.com/basketball/2020/02/03/anadolu-efes-stay-at-top-of-turkish-basketball-league
Anadolu Efes' Larkin to join Turkish national basketball team,"Feb 01, 2020",https://www.dailysabah.com/basketball/2020/02/01/anadolu-efes-larkin-to-join-turkish-national-basketball-team
"Measures, evacuation as Turkey confronts coronavirus threat","Jan 31, 2020",https://www.dailysabah.com/turkey/2020/01/31/measures-evacuation-as-turkey-confronts-coronavirus-threat
Erdoğan's visit to Senegal gives momentum to bilateral economic ties,"Jan 30, 2020",https://www.dailysabah.com/business/2020/01/30/erdogans-visit-to-senegal-gives-momentum-to-bilateral-economic-ties
"Central bank reaffirms inflation optimism, leaves year-end forecast unchanged","Jan 30, 2020",https://www.dailysabah.com/economy/2020/01/30/turkeys-central-bank-reaffirms-inflation-optimism
Ex-employees accuse Pegasus of prioritizing profit over safety,"Feb 27, 2020",https://www.dailysabah.com/turkey/ex-employees-accuse-pegasus-of-prioritizing-profit-over-safety/news
"Turkish Airlines suspends Nakhchivan flights, reduces travel to Seoul amid coronavirus measures","Feb 27, 2020",https://www.dailysabah.com/business/transportation/turkish-airlines-suspends-nakhchivan-umrah-flights-reduce-seoul-frequency-amid-coronavirus-measures
Measures tightened as coronavirus moves closer to Turkey,"Feb 26, 2020",https://www.dailysabah.com/turkey/measures-tightened-as-coronavirus-moves-closer-to-turkey/news
"Turkey on high alert, assures public over coronavirus fears from Iran","Feb 25, 2020",https://www.dailysabah.com/turkey/turkish-plane-from-iran-diverted-to-ankara-over-coronavirus-fear/news
Pegasus pilot arrested after Istanbul crash landing,"Feb 24, 2020",https://www.dailysabah.com/turkey/investigations/pegasus-pilot-arrested-after-istanbul-crash-landing
Turkish Airlines adds new tourism-focused int'l flights,"Feb 23, 2020",https://www.dailysabah.com/tourism/2020/02/23/turkish-airlines-adds-new-tourism-focused-intl-flights
"Turkey, Kenya to ink new cooperation deals in March","Feb 20, 2020",https://www.dailysabah.com/business/2020/02/20/turkey-kenya-to-ink-new-cooperation-deals-in-march
"Turkish-Tanzanian relations gain momentum in every field, Turkish envoy says","Feb 18, 2020",https://www.dailysabah.com/economy/2020/02/18/turkish-tanzanian-relations-gain-momentum-in-every-field-turkish-envoy-says
Turkish airline Atlasglobal suspends flights for second time in months,"Feb 12, 2020",https://www.dailysabah.com/tourism/2020/02/12/turkeys-atlasglobal-suspends-flights-for-second-time-in-months
Pegasus Airlines pilot passes out before landing in Istanbul,"Feb 11, 2020",https://www.dailysabah.com/turkey/2020/02/11/pegasus-airlines-pilot-passes-out-before-landing-in-istanbul
A month of classics: Albert Long Hall concerts honor greats in Istanbul,"Feb 10, 2020",https://www.dailysabah.com/music/2020/02/10/a-month-of-classics-albert-long-hall-concerts-honor-greats-in-istanbul
Turkey's investment office appoints new chair,"Feb 07, 2020",https://www.dailysabah.com/business/2020/02/07/turkeys-investment-office-appoints-new-chair
"Istanbul Airport, Turkish Airlines dominate European aviation market in December","Feb 06, 2020",https://www.dailysabah.com/business/2020/02/06/istanbul-airport-turkish-airlines-dominate-global-aviation-market-in-december
"Three killed, 179 injured as plane catches fire after veering off runway at Istanbul's Sabiha Gökçen Airport","Feb 05, 2020",https://www.dailysabah.com/istanbul/2020/02/05/plane-catches-fire-after-veering-off-runway-in-istanbul
Coronavirus hype outpaces preventative measures,"Feb 05, 2020",https://www.dailysabah.com/op-ed/2020/02/05/coronavirus-hype-outpaces-preventative-measures
Anadolu Efes stay at top of Turkish basketball league,"Feb 03, 2020",https://www.dailysabah.com/basketball/2020/02/03/anadolu-efes-stay-at-top-of-turkish-basketball-league
Anadolu Efes' Larkin to join Turkish national basketball team,"Feb 01, 2020",https://www.dailysabah.com/basketball/2020/02/01/anadolu-efes-larkin-to-join-turkish-national-basketball-team
"Measures, evacuation as Turkey confronts coronavirus threat","Jan 31, 2020",https://www.dailysabah.com/turkey/2020/01/31/measures-evacuation-as-turkey-confronts-coronavirus-threat
Erdoğan's visit to Senegal gives momentum to bilateral economic ties,"Jan 30, 2020",https://www.dailysabah.com/business/2020/01/30/erdogans-visit-to-senegal-gives-momentum-to-bilateral-economic-ties
"Central bank reaffirms inflation optimism, leaves year-end forecast unchanged","Jan 30, 2020",https://www.dailysabah.com/economy/2020/01/30/turkeys-central-bank-reaffirms-inflation-optimism
6 new airlines to launch flights from Istanbul Airport this year,"Jan 29, 2020",https://www.dailysabah.com/tourism/2020/01/29/6-new-airways-to-launch-flights-from-istanbul-airport-this-year
Support for tourism investments to continue on track for 2023 goals,"Jan 28, 2020",https://www.dailysabah.com/economy/2020/01/28/support-for-tourism-investments-to-continue-on-track-for-2023-goals
Turkey commemorates first diplomats assassinated by Armenian terrorists,"Jan 27, 2020",https://www.dailysabah.com/diplomacy/2020/01/27/turkey-commemorates-first-diplomats-assassinated-by-armenian-terrorists
"Turkey, Algeria eye $5 billion in bilateral trade, expand mutual investments","Jan 26, 2020",https://www.dailysabah.com/economy/2020/01/26/turkey-to-increase-bilateral-trade-volume-with-algeria-to-5-billion
THY aims to carry up to 80M passengers in 2020,"Jan 24, 2020",https://www.dailysabah.com/tourism/2020/01/24/thy-aims-to-carry-up-to-80m-passengers-in-2020
Turkish Airlines adds new tourism-focused int'l flights,"Feb 23, 2020",https://www.dailysabah.com/tourism/2020/02/23/turkish-airlines-adds-new-tourism-focused-intl-flights
"Turkey, Kenya to ink new cooperation deals in March","Feb 20, 2020",https://www.dailysabah.com/business/2020/02/20/turkey-kenya-to-ink-new-cooperation-deals-in-march
"Turkish-Tanzanian relations gain momentum in every field, Turkish envoy says","Feb 18, 2020",https://www.dailysabah.com/economy/2020/02/18/turkish-tanzanian-relations-gain-momentum-in-every-field-turkish-envoy-says
Turkish airline Atlasglobal suspends flights for second time in months,"Feb 12, 2020",https://www.dailysabah.com/tourism/2020/02/12/turkeys-atlasglobal-suspends-flights-for-second-time-in-months
Pegasus Airlines pilot passes out before landing in Istanbul,"Feb 11, 2020",https://www.dailysabah.com/turkey/2020/02/11/pegasus-airlines-pilot-passes-out-before-landing-in-istanbul
A month of classics: Albert Long Hall concerts honor greats in Istanbul,"Feb 10, 2020",https://www.dailysabah.com/music/2020/02/10/a-month-of-classics-albert-long-hall-concerts-honor-greats-in-istanbul
Turkey's investment office appoints new chair,"Feb 07, 2020",https://www.dailysabah.com/business/2020/02/07/turkeys-investment-office-appoints-new-chair
"Istanbul Airport, Turkish Airlines dominate European aviation market in December","Feb 06, 2020",https://www.dailysabah.com/business/2020/02/06/istanbul-airport-turkish-airlines-dominate-global-aviation-market-in-december
"Three killed, 179 injured as plane catches fire after veering off runway at Istanbul's Sabiha Gökçen Airport","Feb 05, 2020",https://www.dailysabah.com/istanbul/2020/02/05/plane-catches-fire-after-veering-off-runway-in-istanbul
Coronavirus hype outpaces preventative measures,"Feb 05, 2020",https://www.dailysabah.com/op-ed/2020/02/05/coronavirus-hype-outpaces-preventative-measures
Anadolu Efes stay at top of Turkish basketball league,"Feb 03, 2020",https://www.dailysabah.com/basketball/2020/02/03/anadolu-efes-stay-at-top-of-turkish-basketball-league
Anadolu Efes' Larkin to join Turkish national basketball team,"Feb 01, 2020",https://www.dailysabah.com/basketball/2020/02/01/anadolu-efes-larkin-to-join-turkish-national-basketball-team
"Measures, evacuation as Turkey confronts coronavirus threat","Jan 31, 2020",https://www.dailysabah.com/turkey/2020/01/31/measures-evacuation-as-turkey-confronts-coronavirus-threat
Erdoğan's visit to Senegal gives momentum to bilateral economic ties,"Jan 30, 2020",https://www.dailysabah.com/business/2020/01/30/erdogans-visit-to-senegal-gives-momentum-to-bilateral-economic-ties
"Central bank reaffirms inflation optimism, leaves year-end forecast unchanged","Jan 30, 2020",https://www.dailysabah.com/economy/2020/01/30/turkeys-central-bank-reaffirms-inflation-optimism
6 new airlines to launch flights from Istanbul Airport this year,"Jan 29, 2020",https://www.dailysabah.com/tourism/2020/01/29/6-new-airways-to-launch-flights-from-istanbul-airport-this-year
Support for tourism investments to continue on track for 2023 goals,"Jan 28, 2020",https://www.dailysabah.com/economy/2020/01/28/support-for-tourism-investments-to-continue-on-track-for-2023-goals
Turkey commemorates first diplomats assassinated by Armenian terrorists,"Jan 27, 2020",https://www.dailysabah.com/diplomacy/2020/01/27/turkey-commemorates-first-diplomats-assassinated-by-armenian-terrorists
"Turkey, Algeria eye $5 billion in bilateral trade, expand mutual investments","Jan 26, 2020",https://www.dailysabah.com/economy/2020/01/26/turkey-to-increase-bilateral-trade-volume-with-algeria-to-5-billion
THY aims to carry up to 80M passengers in 2020,"Jan 24, 2020",https://www.dailysabah.com/tourism/2020/01/24/thy-aims-to-carry-up-to-80m-passengers-in-2020
Turkey's Anadolu Efes to visit Madrid in key EuroLeague game,"Jan 23, 2020",https://www.dailysabah.com/basketball/2020/01/23/turkeys-anadolu-efes-to-visit-madrid-in-key-euroleague-game
Turkey Wealth Fund eyes becoming strategic investment arm of the country,"Jan 21, 2020",https://www.dailysabah.com/economy/2020/01/21/turkey-wealth-fund-eyes-becoming-strategic-investment-arm-of-the-country
Work starts on high-speed metro to Istanbul Airport,"Jan 19, 2020",https://www.dailysabah.com/economy/2020/01/19/work-starts-on-high-speed-metro-to-istanbul-airport
New footage reveals duo assisted Ghosn escape spotted at Istanbul Airport,"Jan 16, 2020",https://www.dailysabah.com/investigations/2020/01/16/new-footage-reveals-duo-assisted-ghosn-escape-spotted-at-istanbul-airport
THY subsidiary AnadoluJet goes global with 28 destinations,"Jan 15, 2020",https://www.dailysabah.com/tourism/2020/01/15/thy-subsidiary-anadolujet-goes-global-with-28-destinations
A month of classics: Albert Long Hall concerts honor greats in Istanbul,"Feb 10, 2020",https://www.dailysabah.com/music/2020/02/10/a-month-of-classics-albert-long-hall-concerts-honor-greats-in-istanbul
Turkey's investment office appoints new chair,"Feb 07, 2020",https://www.dailysabah.com/business/2020/02/07/turkeys-investment-office-appoints-new-chair
"Istanbul Airport, Turkish Airlines dominate European aviation market in December","Feb 06, 2020",https://www.dailysabah.com/business/2020/02/06/istanbul-airport-turkish-airlines-dominate-global-aviation-market-in-december
"Three killed, 179 injured as plane catches fire after veering off runway at Istanbul's Sabiha Gökçen Airport","Feb 05, 2020",https://www.dailysabah.com/istanbul/2020/02/05/plane-catches-fire-after-veering-off-runway-in-istanbul
Coronavirus hype outpaces preventative measures,"Feb 05, 2020",https://www.dailysabah.com/op-ed/2020/02/05/coronavirus-hype-outpaces-preventative-measures
Anadolu Efes stay at top of Turkish basketball league,"Feb 03, 2020",https://www.dailysabah.com/basketball/2020/02/03/anadolu-efes-stay-at-top-of-turkish-basketball-league
Anadolu Efes' Larkin to join Turkish national basketball team,"Feb 01, 2020",https://www.dailysabah.com/basketball/2020/02/01/anadolu-efes-larkin-to-join-turkish-national-basketball-team
